"","DaysElapsed","MetersFromLastLocation","Date","DATE","Month","Day","Year","TagSite","Species","TL","RewardTag1","RewardTag2","Radio_Tag_","Code","Combined","Group_","Notes","Lat","Long","A_D","Ramp","Notes1","DaysPostRe","DistFromRa","geometry","WeeksElapsed","MetersPerDay","MetersPerWeek"
"189",17,24.7325593841219,2023-12-03,2023-12-03,12,3,2023,106,"LMB",418,1600,"NA",150.333,"I-16","150.333I-16","L",NA,33.88669,-86.11246,"D","CC",NA,NA,0,c(-86.1124599999999, 33.88669),2.42857142857143,1.45485643436011,10.1839950405208
"190",15,28.8866330987995,2023-12-18,2023-12-18,12,18,2023,106,"LMB",418,1600,"NA",150.333,"I-16","150.333I-16","L",NA,33.88649,-86.11225,"D","CC",NA,NA,0,c(-86.11225, 33.88649),2.14285714285714,1.92577553991997,13.4804287794398
"191",16,54.334931534485,2024-01-03,2024-01-03,1,3,2024,106,"LMB",418,1600,"NA",150.333,"I-16","150.333I-16","L",NA,33.88659,-86.11278,"D","CC","Removed 1/16/23",NA,0,c(-86.11278, 33.8865900000001),2.28571428571429,3.39593322090531,23.7715325463372
"192",4,344.131138827483,2023-06-21,2023-06-21,6,21,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00753,-85.99888,"A","CL",NA,NA,332.48666,c(-85.99888, 34.00753),0.571428571428571,86.0327847068709,602.229492948096
"193",16,11.0851975871624,2023-07-07,2023-07-07,7,7,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00752,-85.99873,"A","CL",NA,NA,327.763752,c(-85.99873, 34.0075200000001),2.28571428571429,0.692824849197649,4.84977394438355
"194",11,13.1641777356023,2023-07-18,2023-07-18,7,18,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00747,-85.99885,"A","CL",NA,NA,336.666861,c(-85.9988499999999, 34.0074700000001),1.57142857142857,1.1967434305093,8.3772040135651
"195",17,113.657359924567,2023-08-04,2023-08-04,8,4,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00837,-85.99839,"A","CL",NA,NA,228.710301,c(-85.99839, 34.0083700000001),2.42857142857143,6.68572705438629,46.800089380704
"196",23,4.4369014640845,2023-08-27,2023-08-27,8,27,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00831,-85.99839,"A","CL",NA,NA,235.02208,c(-85.99839, 34.0083100000001),3.28571428571429,0.192908759308022,1.35036131515615
"197",15,0,2023-09-11,2023-09-11,9,11,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00833,-85.99837,"A","CL",NA,NA,232.376842,c(-85.99837, 34.0083300000001),2.14285714285714,0,0
"198",14,5.77402319646832,2023-09-25,2023-09-25,9,25,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U",NA,34.00836,-85.99834,"A","CL",NA,NA,0,c(-85.99834, 34.00836),2,0.412430228319165,2.88701159823416
"199",14,10.2109225154134,2023-10-09,2023-10-09,10,9,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U",NA,34.00843,-85.99838,"A","CL",NA,NA,0,c(-85.9983799999999, 34.00843),2,0.729351608243812,5.10546125770668
"200",14,14.6478239794979,2023-10-23,2023-10-23,10,23,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U",NA,34.00831,-85.99836,"D","CL","Tag on dry land on 11/3/2023, removed",NA,0,c(-85.9983599999999, 34.0083100000001),2,1.0462731413927,7.32391198974893
"201",6,91.9322816354346,2023-11-03,2023-11-03,11,3,2023,178,"LMB",420,1745,NA,150.132,"I-12","150.132I-12","U",NA,33.86561,-86.1043,"A","CC",NA,NA,0,c(-86.1043, 33.8656100000001),0.857142857142857,15.3220469392391,107.254328574674
"202",13,1380.53506579782,2023-11-16,2023-11-16,11,16,2023,178,"LMB",420,1745,NA,150.132,"I-12","150.132I-12","U",NA,33.86005,-86.09826,"A","CC",NA,NA,0,c(-86.09826, 33.8600500000001),1.85714285714286,106.195005061371,743.365035429595
"203",17,368.205427195354,2023-12-03,2023-12-03,12,3,2023,178,"LMB",420,1745,NA,150.132,"I-12","150.132I-12","U",NA,33.85835,-86.09563,"A","CC",NA,NA,0,c(-86.09563, 33.85835),2.42857142857143,21.6591427761973,151.613999433381
"204",31,179.789267023929,2024-01-03,2024-01-03,1,3,2024,178,"LMB",420,1745,NA,150.132,"I-12","150.132I-12","U",NA,33.85912,-86.09676,"A","CC",NA,NA,0,c(-86.09676, 33.8591200000001),4.42857142857143,5.79965377496546,40.5975764247582
"205",23,147.85757081595,2024-01-26,2024-01-26,1,26,2024,178,"LMB",420,1745,NA,150.132,"I-12","150.132I-12","U",NA,33.86032,-86.09717,"A","CC",NA,NA,0,c(-86.0971699999999, 33.8603200000001),3.28571428571429,6.42859003547608,45.0001302483326
"206",14,165.035072183556,2024-02-09,2024-02-09,2,9,2024,178,"LMB",420,1745,NA,150.132,"I-12","150.132I-12","U",NA,33.85929,-86.09837,"A","CC",NA,NA,0,c(-86.09837, 33.85929),2,11.7882194416825,82.5175360917778
"207",14,112.261100921664,2024-02-23,2024-02-23,2,23,2024,178,"LMB",420,1745,NA,150.132,"I-12","150.132I-12","U",NA,33.86028,-86.09844,"A","CC",NA,NA,0,c(-86.09844, 33.86028),2,8.01865006583314,56.130550460832
"208",18,823.19540630362,2023-04-13,2023-04-13,4,13,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.0038333333,-86.0009666667,"A","CL",NA,NA,784.834678,c(-86.0009666669999, 34.003833333),2.57142857142857,45.7330781279789,320.131546895852
"209",17,42.0352826587515,2023-04-30,2023-04-30,4,30,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.00409,-86.00068,"A","CL",NA,NA,748.593556,c(-86.00068, 34.0040900000001),2.42857142857143,2.47266368580891,17.3086458006624
"210",9,57.2544691277384,2023-05-09,2023-05-09,5,9,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.00456,-86.00077,"A","CL",NA,NA,704.97048,c(-86.00077, 34.00456),1.28571428571429,6.36160768085982,44.5312537660187
"211",16,1203.72502587139,2023-05-25,2023-05-25,5,25,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01364,-85.99492,"A","CL",NA,NA,439.723949,c(-85.99492, 34.0136400000001),2.28571428571429,75.2328141169618,526.629698818732
"212",27,33.7165652781086,2023-06-21,2023-06-21,6,21,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01355,-85.99523,"A","CL",NA,NA,418.778688,c(-85.9952299999999, 34.0135500000001),3.85714285714286,1.24876167696699,8.7413317387689
"213",16,13.1634858731336,2023-07-07,2023-07-07,7,7,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01358,-85.9951,"A","CL",NA,NA,426.937468,c(-85.9951, 34.01358),2.28571428571429,0.822717867070852,5.75902506949596
"214",11,476.660188776288,2023-07-18,2023-07-18,7,18,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01552,-85.99104,"A","CL",NA,NA,819.870267,c(-85.9910399999999, 34.01552),1.57142857142857,43.332744434208,303.329211039456
"215",17,4.43690663742307,2023-08-04,2023-08-04,8,4,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01546,-85.99102,"A","CL",NA,NA,816.891394,c(-85.9910199999999, 34.0154600000001),2.42857142857143,0.26099450808371,1.82696155658597
"216",23,558.64689507445,2023-08-27,2023-08-27,8,27,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01313,-85.99574,"A","CL",NA,NA,357.750463,c(-85.99574, 34.01313),3.28571428571429,24.2889954380195,170.022968066137
"217",15,498.830317637702,2023-09-11,2023-09-11,9,11,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01505,-85.99144,"A","CL",NA,NA,757.382181,c(-85.99144, 34.01505),2.14285714285714,33.2553545091801,232.787481564261
"218",14,701.156034541634,2023-09-25,2023-09-25,9,25,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U",NA,34.01135,-85.99695,"A","CL",NA,NA,0,c(-85.99695, 34.01135),2,50.082573895831,350.578017270817
"219",14,11.5478801531218,2023-10-09,2023-10-09,10,9,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U",NA,34.01142,-85.99702,"D","CL",NA,NA,0,c(-85.99702, 34.01142),2,0.82484858236584,5.77394007656088
"220",14,19.0846504285532,2023-10-23,2023-10-23,10,23,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U",NA,34.01129,-85.99698,"D","CL",NA,NA,0,c(-85.99698, 34.01129),2,1.36318931632523,9.54232521427659
"221",11,5.77394279236843,2023-11-03,2023-11-03,11,3,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U",NA,34.01133,-85.99696,"D","CL","Tag on dry land on 11/3/2023, removed",NA,0,c(-85.9969599999999, 34.01133),1.57142857142857,0.524903890215312,3.67432723150718
"222",730503,411.532395075598,2023-05-25,2023-05-25,5,25,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED",34.01332,-85.99551,"A","CL",NA,NA,384.783111,c(-85.99551, 34.0133200000001),104357.571428571,0.000563354832321836,0.00394348382625285
"223",28,11479.2991165621,2023-06-22,2023-06-22,6,22,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED",33.93302,-85.97149,"A","CL",NA,NA,10547.268982,c(-85.97149, 33.9330200000001),4,409.974968448648,2869.82477914054
"224",15,27.9657990266874,2023-07-07,2023-07-07,7,7,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED",33.93299,-85.97122,"D","CL",NA,NA,10525.017701,c(-85.97122, 33.9329900000001),2.14285714285714,1.86438660177916,13.0507062124541
"225",11,24.2675201845246,2023-07-18,2023-07-18,7,18,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED, Remove?",33.93295,-85.97146,"D","CL",NA,NA,10546.95584,c(-85.97146, 33.9329500000001),1.57142857142857,2.20613819859315,15.442967390152
"226",17,20.5692298810164,2023-08-04,2023-08-04,8,4,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED, Remove",33.93301,-85.97127,"D","CL",NA,NA,10528.005151,c(-85.9712699999999, 33.93301),2.42857142857143,1.20995469888332,8.46968289218321
"227",22,5.7760675789167,2023-08-26,2023-08-26,8,26,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED, Remove",33.93302,-85.97124,"D","CL",NA,NA,10525.402234,c(-85.97124, 33.9330200000001),3.14285714285714,0.262548526314395,1.83783968420077
"228",15,14.7931542976379,2023-09-10,2023-09-10,9,10,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED, Remove",33.93303,-85.97137,"D","CL",NA,NA,10536.26289,c(-85.97137, 33.93303),2.14285714285714,0.98621028650919,6.90347200556433
"229",15,7.39657715013282,2023-09-25,2023-09-25,9,25,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED, Remove",33.93305,-85.97148,"D","CL",NA,NA,0,c(-85.97148, 33.93305),2.14285714285714,0.493105143342188,3.45173600339532
"230",14,13.1726447290495,2023-10-09,2023-10-09,10,9,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93301,-85.97135,"D","CL",NA,NA,0,c(-85.97135, 33.93301),2,0.940903194932109,6.58632236452476
"231",14,15.2504287191252,2023-10-23,2023-10-23,10,23,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93292,-85.97123,"D","CL",NA,NA,0,c(-85.9712299999999, 33.93292),2,1.08931633708037,7.62521435956261
"232",11,13.1726583572741,2023-11-03,2023-11-03,11,3,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93289,-85.97134,"D","CL",NA,NA,0,c(-85.9713399999999, 33.93289),1.57142857142857,1.19751439611583,8.38260077281078
"233",13,19.0866086135828,2023-11-16,2023-11-16,11,16,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93302,-85.97138,"D","CL",NA,NA,0,c(-85.97138, 33.9330200000001),1.85714285714286,1.46820066258329,10.277404638083
"234",18,11.0948657232284,2023-12-04,2023-12-04,12,4,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93305,-85.97126,"D","CL",NA,NA,0,c(-85.97126, 33.93305),2.57142857142857,0.616381429068244,4.31467000347771
"235",15,9.47435333924,2023-12-19,2023-12-19,12,19,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93306,-85.97134,"D","CL",NA,NA,0,c(-85.9713399999999, 33.9330600000001),2.14285714285714,0.631623555949333,4.42136489164533
"236",16,15.2504209181567,2024-01-04,2024-01-04,1,4,2024,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.933,-85.97124,"D","CL","Removed 1/16/23",NA,0,c(-85.97124, 33.933),2.28571428571429,0.953151307384794,6.67205915169356
"237",24,1801.19925731072,2023-05-09,2023-05-09,5,9,2023,0,"ALB",527,2268,"NA",148.594,NA,NA,"NA","CL, TJ, 4/15/23",33.99525,-86.0017,"A","CL",NA,NA,1714.624589,c(-86.0017, 33.9952500000001),3.42857142857143,75.0499690546135,525.349783382295
"238",16,18.9399554076097,2023-05-25,2023-05-25,5,25,2023,0,"ALB",527,2268,"NA",148.594,NA,NA,"NA","CL, TJ, 4/15/23",33.99514,-86.00156,"A","CL",NA,NA,1724.08741,c(-86.00156, 33.99514),2.28571428571429,1.18374721297561,8.28623049082926
"239",12,143.381971457412,2023-06-06,2023-06-06,6,6,2023,0,"ALB",527,2268,"NA",148.594,NA,NA,"NA","CL, TJ, 4/15/23",33.99632,-86.00199,"D","CL",NA,NA,1609.150094,c(-86.00199, 33.99632),1.71428571428571,11.948497621451,83.6394833501569
"240",17,15.9855877423975,2023-06-23,2023-06-23,6,23,2023,0,"ALB",527,2268,"NA",148.594,NA,NA,"NA","CL, TJ, 4/15/23, remove?, pocket above 759 bridge West",33.99642,-86.00191,"D","CL",NA,NA,1596.501805,c(-86.00191, 33.9964200000001),2.42857142857143,0.940328690729262,6.58230083510484
"241",12,37.743660717337,2023-04-13,2023-04-13,4,13,2023,88,"ALB",350,2406,"NA",150.132,"I-26","150.132I-26","L","4/1/2023 CL, TJ",34.01035667,-85.99727167,"A","CL",NA,NA,33.941565,c(-85.99727167, 34.0103566700001),1.71428571428571,3.14530505977808,22.0171354184466
"242",17,338.919218786102,2023-04-30,2023-04-30,4,30,2023,88,"ALB",350,2406,"NA",150.132,"I-26","150.132I-26","L","4/1/2023 CL, TJ",34.01138,-85.99518,"A","CL",NA,NA,327.222629,c(-85.9951799999999, 34.01138),2.42857142857143,19.9364246344766,139.554972441336
"243",9,1496.98775966545,2023-05-09,2023-05-09,5,9,2023,88,"ALB",350,2406,"NA",150.132,"I-26","150.132I-26","L","4/1/2023 CL, TJ, last seen in semi-circle pit across from pump house",34.01914,-85.98518,"A","CL",NA,NA,1691.972975,c(-85.98518, 34.01914),1.28571428571429,166.331973296161,1164.32381307312
"244",7,266.622474436577,2023-07-18,2023-07-18,7,18,2023,31,"ALB",390,2407,"NA",150.222,"L-97","150.222L-97","U","7/11/23, CL, Reported",34.01191,-85.99527,"A","CL",NA,NA,261.091124,c(-85.9952699999999, 34.0119100000001),1,38.0889249195109,266.622474436577
"245",17,388.471229860051,2023-08-04,2023-08-04,8,4,2023,31,"ALB",390,2407,"NA",150.222,"L-97","150.222L-97","U","7/11/23, CL, Reported",34.00929,-85.99798,"A","CL",NA,NA,123.273974,c(-85.99798, 34.0092900000001),2.42857142857143,22.8512488152971,159.95874170708
"246",38,21.0169725332456,2023-09-11,2023-09-11,9,11,2023,31,"ALB",390,2407,"NA",150.222,"L-97","150.222L-97","U","7/11/23, CL, Reported",34.00938,-85.99784,"A","CL",NA,NA,107.19484,c(-85.9978399999999, 34.0093800000001),5.42857142857143,0.553078224559094,3.87154757191366
"247",14,30.4859551745192,2023-09-25,2023-09-25,9,25,2023,31,"ALB",390,2407,"NA",150.222,"L-97","150.222L-97","U",NA,34.00925,-85.99806,"D","CL",NA,NA,0,c(-85.99806, 34.0092500000001),2,2.17756822675137,15.2429775872596
"248",14,24.7119636939734,2023-10-09,2023-10-09,10,9,2023,31,"ALB",390,2407,"NA",150.222,"L-97","150.222L-97","U",NA,34.00937,-85.99787,"D","CL",NA,NA,0,c(-85.99787, 34.00937),2,1.76514026385524,12.3559818469867
"249",14,3.69498616688284,2023-10-23,2023-10-23,10,23,2023,31,"ALB",390,2407,"NA",150.222,"L-97","150.222L-97","U",NA,34.00936,-85.99791,"D","CL",NA,NA,0,c(-85.99791, 34.0093600000001),2,0.263927583348774,1.84749308344142
"250",11,11.0849585006485,2023-11-03,2023-11-03,11,3,2023,31,"ALB",390,2407,"NA",150.222,"L-97","150.222L-97","U",NA,34.00936,-85.99801,"D","CL",NA,NA,0,c(-85.99801, 34.0093600000001),1.57142857142857,1.00772350005896,7.0540645004127
"251",31,13.1639683675583,2023-12-04,2023-12-04,12,4,2023,31,"ALB",390,2407,"NA",150.222,"L-97","150.222L-97","U",NA,34.00933,-85.9979,"D","CL",NA,NA,0,c(-85.9979, 34.00933),4.42857142857143,0.424644140888977,2.97250898622284
"252",15,10.2108971334606,2023-12-19,2023-12-19,12,19,2023,31,"ALB",390,2407,"NA",150.222,"L-97","150.222L-97","U",NA,34.00938,-85.99787,"D","CL",NA,NA,0,c(-85.99787, 34.0093800000001),2.14285714285714,0.680726475564041,4.76508532894829
"253",16,10.2108971334606,2024-01-04,2024-01-04,1,4,2024,31,"ALB",390,2407,"NA",150.222,"L-97","150.222L-97","U",NA,34.0093,-85.99792,"D","CL","Removed 1/16/23",NA,0,c(-85.99792, 34.0093000000001),2.28571428571429,0.638181070841288,4.46726749588902
"254",3,21396.4639384432,2023-04-30,2023-04-30,4,30,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U","4/27/23, CL, Reported Error in report?",33.91745,-86.05886,"A","CL",NA,NA,20134.252789,c(-86.05886, 33.91745),0.428571428571429,7132.15464614775,49925.0825230342
"255",8,50.1448471511905,2023-05-08,2023-05-08,5,8,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U","4/27/23, CL, Reported",33.91698,-86.05882,"A","CL",NA,NA,20169.00793,c(-86.05882, 33.91698),1.14285714285714,6.26810589389882,43.8767412572917
"256",16,72.8329430029685,2023-05-24,2023-05-24,5,24,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U","4/27/23, CL, Reported",33.91757,-86.05851,"A","CL",NA,NA,20099.458972,c(-86.05851, 33.9175700000001),2.28571428571429,4.55205893768553,31.8644125637987
"257",28,14689.6474072736,2023-06-21,2023-06-21,6,21,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U","4/27/23, CL, Reported, MASSIVE MOVE",33.963,-85.97389,"D","CL",NA,NA,6357.643103,c(-85.97389, 33.9630000000001),4,524.630264545485,3672.4118518184
"258",16,19.0858566633345,2023-07-07,2023-07-07,7,7,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U","4/27/23, CL, Reported, Remove?",33.96315,-85.97387,"D","CL",NA,NA,6349.996605,c(-85.97387, 33.96315),2.28571428571429,1.19286604145841,8.35006229020885
"259",11,23.5227253608353,2023-07-18,2023-07-18,7,18,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U","4/27/23, CL, Reported, Remove?",33.96297,-85.97391,"D","CL",NA,NA,6357.641588,c(-85.97391, 33.96297),1.57142857142857,2.13842957825776,14.9690070478043
"260",17,5.77525473677959,2023-08-04,2023-08-04,8,4,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U","4/27/23, CL, Reported, Remove",33.96298,-85.97394,"D","CL",NA,NA,6355.422369,c(-85.97394, 33.9629800000001),2.42857142857143,0.339720866869387,2.37804606808571
"261",23,21.0227454811121,2023-08-27,2023-08-27,8,27,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U","4/27/23, CL, Reported, Remove",33.96311,-85.97411,"D","CL",NA,NA,6334.343544,c(-85.9741099999999, 33.96311),3.28571428571429,0.914032412222264,6.39822688555585
"262",15,13.1692224971772,2023-09-11,2023-09-11,9,11,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U","4/27/23, CL, Reported, Remove",33.96316,-85.97397,"D","CL",NA,NA,6341.902796,c(-85.97397, 33.9631600000001),2.14285714285714,0.877948166478479,6.14563716534936
"263",14,3.69698605056924,2023-09-25,2023-09-25,9,25,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U",NA,33.96314,-85.97402,"D","CL",NA,NA,0,c(-85.9740199999999, 33.9631400000001),2,0.264070432183517,1.84849302528462
"264",14,9.47223644529452,2023-10-09,2023-10-09,10,9,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U",NA,33.9631,-85.97396,"D","CL",NA,NA,0,c(-85.97396, 33.9631000000001),2,0.676588317521037,4.73611822264726
"265",14,10.2121202356759,2023-10-23,2023-10-23,10,23,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U",NA,33.96302,-85.97399,"D","CL",NA,NA,0,c(-85.97399, 33.96302),2,0.729437159691135,5.10606011783795
"266",24,5.77525256610586,2023-11-16,2023-11-16,11,16,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U",NA,33.96309,-85.97394,"D","CL",NA,NA,0,c(-85.97394, 33.9630900000001),3.42857142857143,0.240635523587744,1.68444866511421
"267",18,10.2121212944306,2023-12-04,2023-12-04,12,4,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U",NA,33.96299,-85.97389,"D","CL",NA,NA,0,c(-85.97389, 33.96299),2.57142857142857,0.56734007191281,3.97138050338967
"268",15,13.1692361370855,2023-12-19,2023-12-19,12,19,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U",NA,33.96305,-85.97401,"D","CL",NA,NA,0,c(-85.97401, 33.9630500000001),2.14285714285714,0.877949075805698,6.14564353063989
"269",16,15.9873706314613,2024-01-04,2024-01-04,1,4,2024,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U",NA,33.96317,-85.97409,"D","CL","Removed 1/16/23",NA,0,c(-85.97409, 33.96317),2.28571428571429,0.999210664466331,6.99447465126432
"270",33,9289.14451042708,2023-04-13,2023-04-13,4,13,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U","3/11/2023 CL, TJ",34.00562167,-85.92642333,"A","CL",NA,NA,8696.713592,c(-85.92642333, 34.00562167),4.71428571428571,281.489227588699,1970.4245931209
"271",18,3438.20891277089,2023-05-01,2023-05-01,5,1,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U","3/11/2023 CL, TJ",34.00525,-85.90412,"A","CL",NA,NA,9911.425436,c(-85.90412, 34.00525),2.57142857142857,191.011606265049,1337.08124385535
"272",8,1724.31176170848,2023-05-09,2023-05-09,5,9,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U","3/11/2023 CL, TJ",34.01511,-85.91691,"A","CL",NA,NA,8296.845033,c(-85.91691, 34.01511),1.14285714285714,215.53897021356,1508.77279149492
"273",16,2871.2802027123,2023-05-25,2023-05-25,5,25,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U","3/11/2023 CL, TJ",34.01576,-85.94685,"A","CL",NA,NA,5554.162397,c(-85.94685, 34.0157600000001),2.28571428571429,179.455012669519,1256.18508868663
"274",12,26.3264629890414,2023-06-06,2023-06-06,6,6,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U","3/11/2023 CL, TJ",34.01582,-85.94662,"A","CL",NA,NA,5576.136728,c(-85.9466199999999, 34.0158200000001),1.71428571428571,2.19387191575345,15.3571034102742
"275",15,8.87381370938441,2023-06-21,2023-06-21,6,21,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U","3/11/2023 CL, TJ",34.01577,-85.94664,"A","CL",NA,NA,5571.069843,c(-85.9466399999999, 34.01577),2.14285714285714,0.591587580625627,4.14111306437939
"276",16,27.9420758043214,2023-07-07,2023-07-07,7,7,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U","3/11/2023 CL, TJ",34.0157,-85.94691,"A","CL",NA,NA,5546.006596,c(-85.9469099999999, 34.0157),2.28571428571429,1.74637973777009,12.2246581643906
"277",11,17.3214632841815,2023-07-18,2023-07-18,7,18,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U","3/11/2023 CL, TJ",34.01583,-85.94677,"A","CL",NA,NA,5565.323117,c(-85.94677, 34.0158300000001),1.57142857142857,1.57467848038014,11.022749362661
"278",16,5.77382000762597,2023-08-03,2023-08-03,8,3,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U","3/11/2023 CL, TJ",34.01579,-85.94676,"A","CL",NA,NA,5563.794938,c(-85.94676, 34.01579),2.28571428571429,0.360863750476623,2.52604625333636
"279",24,13.1632355043196,2023-08-27,2023-08-27,8,27,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U","3/11/2023 CL, TJ",34.01577,-85.94663,"A","CL",NA,NA,5571.915684,c(-85.94663, 34.01577),3.42857142857143,0.548468146013318,3.83927702209323
"280",15,27.9420758043214,2023-09-11,2023-09-11,9,11,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U","3/11/2023 CL, TJ",34.0157,-85.9469,"A","CL",NA,NA,5546.819729,c(-85.9469, 34.0157),2.14285714285714,1.86280505362143,13.03963537535
"281",14,21.0161687554371,2023-09-25,2023-09-25,9,25,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U",NA,34.01584,-85.94676,"A","CL",NA,NA,0,c(-85.94676, 34.01584),2,1.50115491110265,10.5080843777185
"282",14,3.69470547125557,2023-10-09,2023-10-09,10,9,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U",NA,34.01584,-85.94679,"D","CL",NA,NA,0,c(-85.94679, 34.01584),2,0.263907533661112,1.84735273562779
"283",14,10.2107268477858,2023-10-23,2023-10-23,10,23,2023,6,"LMB",499,2411,"NA",150.132,"I-0","150.132I-0","U",NA,34.01575,-85.94682,"D","CL","Tag on dry land on 11/3/2023, removed",NA,0,c(-85.9468199999999, 34.01575),2,0.729337631984696,5.10536342389288
"284",15,869.396269183954,2023-06-21,2023-06-21,6,21,2023,43,"LMB",476,2447,"NA",150.333,"L-90","150.333L-90","U","6/6/23, CL, Reported, second pocket E and up from CL",34.0152,-85.99058,"A","CL",NA,NA,839.307784,c(-85.99058, 34.0152),2.14285714285714,57.9597512789303,405.718258952512
