"","CL_prox_m","DATE","Month","Day","Year","TagSite","Species","TL","RewardTag1","RewardTag2","Radio_Tag_","Code","Combined","Group_","Notes","Lat","Long","A_D","Ramp","Notes1","DaysPostRe","DistFromRa","geometry"
"116",2417.64020641419,2023-11-17,11,17,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.99004,-85.99802,"A","CL",NA,NA,0,c(-85.9980199999999, 33.9900400000001)
"117",2608.49692353355,2023-12-04,12,4,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.99187,-85.99718,"A","CL",NA,NA,0,c(-85.99718, 33.9918700000001)
"118",2395.46527234673,2023-12-19,12,19,2023,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.99018,-85.99828,"A","CL",NA,NA,0,c(-85.99828, 33.9901800000001)
"119",2395.75430440148,2024-01-04,1,4,2024,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.98989,-85.99851,"A","CL",NA,NA,0,c(-85.99851, 33.9898900000001)
"120",2845.18428471684,2024-01-26,1,26,2024,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.99364,-85.99596,"A","CL",NA,NA,0,c(-85.99596, 33.99364)
"121",2393.07905391457,2024-02-10,2,10,2024,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.98987,-85.99857,"A","CL",NA,NA,0,c(-85.99857, 33.9898700000001)
"122",2452.58587033918,2024-02-24,2,24,2024,47,"LMB",385,16,"15",150.222,"I-19","150.222I-19","U",NA,33.98942,-85.99827,"A","CL",NA,NA,0,c(-85.99827, 33.9894200000001)
"123",0,2023-03-26,3,26,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"124",823.19540630362,2023-04-13,4,13,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.0038333333,-86.0009666667,"A","CL",NA,NA,784.834678,c(-86.0009666669999, 34.003833333)
"125",785.876264142409,2023-04-30,4,30,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.00409,-86.00068,"A","CL",NA,NA,748.593556,c(-86.00068, 34.0040900000001)
"126",736.645097578101,2023-05-09,5,9,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.00456,-86.00077,"A","CL",NA,NA,704.97048,c(-86.00077, 34.00456)
"127",467.082675545195,2023-05-25,5,25,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01364,-85.99492,"A","CL",NA,NA,439.723949,c(-85.99492, 34.0136400000001)
"128",447.51272996651,2023-06-21,6,21,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01355,-85.99523,"A","CL",NA,NA,418.778688,c(-85.9952299999999, 34.0135500000001)
"129",455.960668012976,2023-07-07,7,7,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01358,-85.9951,"A","CL",NA,NA,426.937468,c(-85.9951, 34.01358)
"130",845.386762826132,2023-07-18,7,18,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01552,-85.99104,"A","CL",NA,NA,819.870267,c(-85.9910399999999, 34.01552)
"131",843.307684650224,2023-08-04,8,4,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01546,-85.99102,"A","CL",NA,NA,816.891394,c(-85.9910199999999, 34.0154600000001)
"132",381.325916079424,2023-08-27,8,27,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01313,-85.99574,"A","CL",NA,NA,357.750463,c(-85.99574, 34.01313)
"133",783.490580439575,2023-09-11,9,11,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U","3/26/2023 CL",34.01505,-85.99144,"A","CL",NA,NA,757.382181,c(-85.99144, 34.01505)
"134",145.992019453574,2023-09-25,9,25,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U",NA,34.01135,-85.99695,"A","CL",NA,NA,0,c(-85.99695, 34.01135)
"135",152.191745075151,2023-10-09,10,9,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U",NA,34.01142,-85.99702,"D","CL",NA,NA,0,c(-85.99702, 34.01142)
"136",135.781176374021,2023-10-23,10,23,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U",NA,34.01129,-85.99698,"D","CL",NA,NA,0,c(-85.99698, 34.01129)
"137",141.55511916639,2023-11-03,11,3,2023,199,"ALB",452,1754,"NA",150.222,"L-98","150.222L-98","U",NA,34.01133,-85.99696,"D","CL","Tag on dry land on 11/3/2023, removed",NA,0,c(-85.9969599999999, 34.01133)
"138",0,2023-04-08,4,8,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"139",98.0974438533679,2023-04-13,4,13,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.0108833333,-85.9967666667,"A","CL",NA,NA,91.422556,c(-85.996766667, 34.010883333)
"140",8842.0152104689,2023-05-01,5,1,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.01003,-85.92574,"A","CL",NA,NA,8265.867934,c(-85.92574, 34.01003)
"141",8788.67083528175,2023-05-09,5,9,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.01001,-85.92513,"A","CL",NA,NA,8223.012821,c(-85.92513, 34.0100100000001)
"142",8874.80665600175,2023-05-25,5,25,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.01012,-85.92615,"A","CL",NA,NA,8297.774299,c(-85.92615, 34.01012)
"143",8801.83459914181,2023-06-06,6,6,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.00995,-85.92526,"A","CL",NA,NA,8235.931123,c(-85.92526, 34.0099500000001)
"144",8917.53012922373,2023-06-21,6,21,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ",34.01007,-85.92659,"A","CL",NA,NA,8338.305793,c(-85.92659, 34.01007)
"145",198.673607210966,2023-07-07,7,7,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","4/8/2023 CL, TJ, CAUGHT AGAIN? Big move to CL",34.00945,-85.99737,"D","CL",NA,NA,195.984366,c(-85.99737, 34.0094500000001)
"146",199.41552566626,2023-07-18,7,18,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","Remove?",34.00948,-85.99741,"D","CL",NA,NA,197.017641,c(-85.9974099999999, 34.0094800000001)
"147",209.62641968373,2023-08-04,8,4,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","Remove",34.00954,-85.99737,"D","CL",NA,NA,204.21554,c(-85.99737, 34.0095400000001)
"148",204.447598251617,2023-08-27,8,27,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","Remove",34.00948,-85.99736,"D","CL",NA,NA,199.029929,c(-85.99736, 34.0094800000001)
"149",205.189517352004,2023-09-11,9,11,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U","Remove",34.00952,-85.9974,"D","CL",NA,NA,200.989403,c(-85.9974, 34.0095200000001)
"150",200.752617282371,2023-09-25,9,25,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U",NA,34.00946,-85.99738,"D","CL",NA,NA,0,c(-85.99738, 34.00946)
"151",210.221588204811,2023-10-09,10,9,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U",NA,34.00952,-85.99732,"D","CL",NA,NA,0,c(-85.9973199999999, 34.0095200000001)
"152",200.752617282371,2023-11-17,11,17,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U",NA,34.00947,-85.99738,"D","CL",NA,NA,0,c(-85.99738, 34.0094700000001)
"153",198.673607210966,2023-12-04,12,4,2023,21,"LMB",439,4498,"NA",150.333,"I-4","150.333I-4","U",NA,34.00943,-85.99737,"D","CL","Removed 1/16/23",NA,0,c(-85.99737, 34.0094300000001)
"154",0,2023-03-18,3,18,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"155",4094.01660268223,2023-04-13,4,13,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97504833,-85.99694667,"A","CL",NA,NA,3955.497043,c(-85.9969466699999, 33.97504833)
"156",4285.57200042995,2023-05-01,5,1,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97386,-85.99506,"A","CL",NA,NA,4125.456821,c(-85.99506, 33.9738600000001)
"157",3872.88184275785,2023-05-09,5,9,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.9767,-85.99798,"A","CL",NA,NA,3761.331453,c(-85.99798, 33.9767000000001)
"158",4234.93589294032,2023-05-25,5,25,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97424,-85.99537,"A","CL",NA,NA,4076.132969,c(-85.99537, 33.9742400000001)
"159",4127.39683605576,2023-06-06,6,6,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97492,-85.99634,"A","CL",NA,NA,3979.294622,c(-85.99634, 33.9749200000001)
"160",4301.55869656975,2023-06-21,6,21,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97377,-85.995,"A","CL",NA,NA,4136.925536,c(-85.9949999999999, 33.9737700000001)
"161",4043.38111302114,2023-07-07,7,7,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97541,-85.99726,"A","CL",NA,NA,3911.300805,c(-85.99726, 33.9754100000001)
"162",4269.37216761504,2023-07-18,7,18,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97439,-85.99382,"A","CL",NA,NA,4126.63051,c(-85.99382, 33.97439)
"163",3843.16155051965,2023-08-04,8,4,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97699,-85.99796,"A","CL",NA,NA,3729.585274,c(-85.99796, 33.9769900000001)
"164",3744.56790534214,2023-08-27,8,27,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97771,-85.99852,"A","CL",NA,NA,3646.283938,c(-85.99852, 33.9777100000001)
"165",4015.42190963879,2023-09-11,9,11,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U","3/18/2023 CL, TJ",33.97564,-85.9973,"A","CL",NA,NA,3885.140342,c(-85.9972999999999, 33.9756400000001)
"166",4044.29601285583,2023-09-25,9,25,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97543,-85.99711,"A","CL",NA,NA,0,c(-85.99711, 33.9754300000001)
"167",4048.30987023859,2023-10-09,10,9,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97545,-85.99697,"A","CL",NA,NA,0,c(-85.99697, 33.97545)
"168",4013.23786827242,2023-10-23,10,23,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97572,-85.99711,"A","CL",NA,NA,0,c(-85.99711, 33.97572)
"169",4222.04807895659,2023-11-03,11,3,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97431,-85.9955,"A","CL",NA,NA,0,c(-85.9954999999999, 33.9743100000001)
"170",3851.12076161982,2023-11-16,11,16,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97688,-85.99812,"A","CL",NA,NA,0,c(-85.99812, 33.9768800000001)
"171",4269.58530849044,2023-12-19,12,19,2023,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.974,-85.99516,"A","CL",NA,NA,0,c(-85.9951599999999, 33.974)
"172",3780.9773659937,2024-01-04,1,4,2024,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97744,-85.99835,"A","CL",NA,NA,0,c(-85.99835, 33.9774400000001)
"173",4314.02380615626,2024-01-26,1,26,2024,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.9737,-85.99475,"A","CL",NA,NA,0,c(-85.99475, 33.9737000000001)
"174",4285.57200042995,2024-02-10,2,10,2024,180,"ALB",415,88,"NA",150.333,"L-91","150.333L-91","U",NA,33.97387,-85.99506,"A","CL",NA,NA,0,c(-85.99506, 33.97387)
"175",0,2023-04-14,4,14,2023,61,"ALB",430,1337,"NA",148.24,NA,NA,"NA","2022 fish 4/14/2023 CL",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"176",2271.75120877259,2023-05-02,5,2,2023,61,"ALB",430,1337,"NA",148.24,NA,NA,"NA","2022 fish 4/14/2023 CL",33.9906,-85.99982,"A","CL",NA,NA,2212.512845,c(-85.9998199999999, 33.9906)
"177",23104.609881854,2023-05-25,5,25,2023,61,"ALB",430,1337,"NA",148.24,NA,NA,"NA","2022 fish 4/14/2023 CL, big move",33.9069,-86.07179,"A","CL",NA,NA,21803.366933,c(-86.07179, 33.9069000000001)
"178",0,2023-06-17,6,17,2023,61,"ALB",430,1337,"NA",148.24,NA,NA,"NA","CAUGHT AGAIN, 6/17/2023, CL, TJ",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"179",117.095648796074,2023-06-23,6,23,2023,61,"ALB",430,1337,"NA",148.24,NA,NA,"NA","6/17/2023, CL, TJ",34.00931,-85.99792,"A","CL",NA,NA,117.069013,c(-85.99792, 34.00931)
"180",252.232852989304,2023-07-07,7,7,2023,61,"ALB",430,1337,"NA",148.24,NA,NA,"NA","6/17/2023, CL, TJ",34.00825,-85.99852,"A","CL",NA,NA,246.65616,c(-85.99852, 34.00825)
"181",262.443769638928,2023-07-18,7,18,2023,61,"ALB",430,1337,"NA",148.24,NA,NA,"NA","6/17/2023, CL, TJ,",34.00816,-85.99853,"A","CL",NA,NA,255.549633,c(-85.99853, 34.00816)
"182",258.00686829039,2023-10-09,10,9,2023,61,"ALB",430,1337,"NA",148.24,NA,NA,"NA",NA,34.00818,-85.99854,"D","CL",NA,NA,0,c(-85.9985399999999, 34.00818)
"183",0,2023-04-15,4,15,2023,0,"ALB",527,2268,"NA",148.594,NA,NA,"NA","CL, TJ, 4/15/23",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"184",1801.19925731072,2023-05-09,5,9,2023,0,"ALB",527,2268,"NA",148.594,NA,NA,"NA","CL, TJ, 4/15/23",33.99525,-86.0017,"A","CL",NA,NA,1714.624589,c(-86.0017, 33.9952500000001)
"185",1804.72350930176,2023-05-25,5,25,2023,0,"ALB",527,2268,"NA",148.594,NA,NA,"NA","CL, TJ, 4/15/23",33.99514,-86.00156,"A","CL",NA,NA,1724.08741,c(-86.00156, 33.99514)
"186",1693.12342788675,2023-06-06,6,6,2023,0,"ALB",527,2268,"NA",148.594,NA,NA,"NA","CL, TJ, 4/15/23",33.99632,-86.00199,"D","CL",NA,NA,1609.150094,c(-86.00199, 33.99632)
"187",1679.49592778701,2023-06-23,6,23,2023,0,"ALB",527,2268,"NA",148.594,NA,NA,"NA","CL, TJ, 4/15/23, remove?, pocket above 759 bridge West",33.99642,-86.00191,"D","CL",NA,NA,1596.501805,c(-86.00191, 33.9964200000001)
"188",0,1923-02-25,2,25,23,0,"ALB",424,1082,"NA",149.503,NA,NA,"NA","CL, TJ, 2/25/23",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"189",0,2023-05-07,5,7,2023,6,"ALB",376,4494,"413",150.333,"L-96","150.333L-96","U","CL, TJ, 5/7/23",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"190",2064.97787888877,2023-05-09,5,9,2023,6,"ALB",376,4494,"413",150.333,"L-96","150.333L-96","U","CL, TJ, 5/7/23",33.99244,-86.0003,"A","CL",NA,NA,2007.849629,c(-86.0003, 33.99244)
"191",11029.4525124508,2023-05-25,5,25,2023,6,"ALB",376,4494,"413",150.333,"L-96","150.333L-96","U","CL, TJ, 5/7/23 big move",34.00008,-85.90516,"A","CL",NA,NA,10344.694375,c(-85.90516, 34.00008)
"192",11025.0156169407,2023-06-06,6,6,2023,6,"ALB",376,4494,"413",150.333,"L-96","150.333L-96","U","CL, TJ, 5/7/23 big move",34.00013,-85.90515,"A","CL",NA,NA,10340.056132,c(-85.9051499999999, 34.0001300000001)
"193",10917.3770585315,2023-06-21,6,21,2023,6,"ALB",376,4494,"413",150.333,"L-96","150.333L-96","U","CL, TJ, 5/7/23, way upriver, haven't found 8/3 or 8/26",34.00144,-85.90399,"A","CL",NA,NA,10251.377896,c(-85.90399, 34.0014400000001)
"194",0,2023-05-07,5,7,2023,12,"ALB",354,5069,"NA",150.333,"I-3","150.333I-3","U","CL, TJ, 5/7/23",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"195",2730.15475386241,2023-05-09,5,9,2023,12,"ALB",354,5069,"NA",150.333,"I-3","150.333I-3","U","CL, TJ, 5/7/23",33.9866,-86.00034,"A","CL",NA,NA,2659.068597,c(-86.0003399999999, 33.9866000000001)
"196",2435.49163056019,2023-05-25,5,25,2023,12,"ALB",354,5069,"NA",150.333,"I-3","150.333I-3","U","CL, TJ, 5/7/23",33.98916,-85.99971,"A","CL",NA,NA,2371.86411,c(-85.9997099999999, 33.98916)
"197",2459.4379884212,2023-06-06,6,6,2023,12,"ALB",354,5069,"NA",150.333,"I-3","150.333I-3","U","CL, TJ, 5/7/23, up black creek potentially?",33.98891,-85.9998,"A","CL",NA,NA,2399.461185,c(-85.9997999999999, 33.98891)
"198",0,2023-05-20,5,20,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"199",268.701524564085,2023-05-25,5,25,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED",34.01194,-85.99527,"A","CL",NA,NA,264.107148,c(-85.9952699999999, 34.01194)
"200",6484.61689509179,2023-06-06,6,6,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED",33.96554,-85.97484,"A","CL",NA,NA,6138.040331,c(-85.97484, 33.96554)
"201",6485.53650334967,2023-06-21,6,21,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED",33.96539,-85.97492,"A","CL",NA,NA,6138.057466,c(-85.9749199999999, 33.9653900000001)
"202",6498.24558575668,2023-07-07,7,7,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED",33.96544,-85.97476,"A","CL",NA,NA,6149.19738,c(-85.9747599999999, 33.9654400000001)
"203",6492.47039832386,2023-07-18,7,18,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED",33.96546,-85.97477,"D","CL",NA,NA,6147.407571,c(-85.97477, 33.9654600000001)
"204",6492.93019856714,2023-08-04,8,4,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED, remove?",33.96541,-85.97483,"D","CL",NA,NA,6145.17972,c(-85.9748299999999, 33.9654100000001)
"205",6501.94245413213,2023-08-27,8,27,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED, remove?",33.96543,-85.97472,"A","CL",NA,NA,6153.219897,c(-85.97472, 33.96543)
"206",6492.47039832386,2023-09-11,9,11,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L","5/20/23, CL, REPORTED, remove?",33.96547,-85.97478,"D","CL",NA,NA,6145.627669,c(-85.97478, 33.96547)
"207",6480.92002671635,2023-09-25,9,25,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L",NA,33.96554,-85.97488,"D","CL",NA,NA,0,c(-85.97488, 33.96554)
"208",6475.1448425413,2023-10-09,10,9,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L",NA,33.96561,-85.97489,"D","CL",NA,NA,0,c(-85.97489, 33.96561)
"209",6490.39208035182,2023-10-23,10,23,2023,88,"ALB",415,5061,"NA",150.222,"I-5","150.222I-5","L",NA,33.96551,-85.97478,"D","CL","Tag on dry land on 11/3/2023, removed",NA,0,c(-85.97478, 33.9655100000001)
"210",0,1923-05-07,5,7,23,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"211",411.532395075598,2023-05-25,5,25,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED",34.01332,-85.99551,"A","CL",NA,NA,384.783111,c(-85.99551, 34.0133200000001)
"212",11067.7698457544,2023-06-22,6,22,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED",33.93302,-85.97149,"A","CL",NA,NA,10547.268982,c(-85.97149, 33.9330200000001)
"213",11043.9597240455,2023-07-07,7,7,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED",33.93299,-85.97122,"D","CL",NA,NA,10525.017701,c(-85.97122, 33.9329900000001)
"214",11068.2271474,2023-07-18,7,18,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED, Remove?",33.93295,-85.97146,"D","CL",NA,NA,10546.95584,c(-85.97146, 33.9329500000001)
"215",11047.6579935997,2023-08-04,8,4,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED, Remove",33.93301,-85.97127,"D","CL",NA,NA,10528.005151,c(-85.9712699999999, 33.93301)
"216",11041.8819260208,2023-08-26,8,26,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED, Remove",33.93302,-85.97124,"D","CL",NA,NA,10525.402234,c(-85.97124, 33.9330200000001)
"217",11056.675011154,2023-09-10,9,10,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED, Remove",33.93303,-85.97137,"D","CL",NA,NA,10536.26289,c(-85.97137, 33.93303)
"218",11064.0715658251,2023-09-25,9,25,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L","5/7/23, CL, REPORTED, Remove",33.93305,-85.97148,"D","CL",NA,NA,0,c(-85.97148, 33.93305)
"219",11055.0545344369,2023-10-09,10,9,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93301,-85.97135,"D","CL",NA,NA,0,c(-85.97135, 33.93301)
"220",11048.1153285408,2023-10-23,10,23,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93292,-85.97123,"D","CL",NA,NA,0,c(-85.9712299999999, 33.93292)
"221",11061.287933295,2023-11-03,11,3,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93289,-85.97134,"D","CL",NA,NA,0,c(-85.9713399999999, 33.93289)
"222",11056.675011154,2023-11-16,11,16,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93302,-85.97138,"D","CL",NA,NA,0,c(-85.97138, 33.9330200000001)
"223",11045.5801955743,2023-12-04,12,4,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93305,-85.97126,"D","CL",NA,NA,0,c(-85.97126, 33.93305)
"224",11050.8989446601,2023-12-19,12,19,2023,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.93306,-85.97134,"D","CL",NA,NA,0,c(-85.9713399999999, 33.9330600000001)
"225",11043.9597240455,2024-01-04,1,4,2024,123,"ALB",458,1755,"1756",150.132,"I-3","150.132I-3","L",NA,33.933,-85.97124,"D","CL","Removed 1/16/23",NA,0,c(-85.97124, 33.933)
"257",0,2023-06-17,6,17,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","CAUGHT, 6/17/2023, CL, TJ",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"258",344.131138827483,2023-06-21,6,21,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00753,-85.99888,"A","CL",NA,NA,332.48666,c(-85.99888, 34.00753)
"259",340.11977363245,2023-07-07,7,7,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00752,-85.99873,"A","CL",NA,NA,327.763752,c(-85.99873, 34.0075200000001)
"260",348.568039683727,2023-07-18,7,18,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00747,-85.99885,"A","CL",NA,NA,336.666861,c(-85.9988499999999, 34.0074700000001)
"261",234.910813606537,2023-08-04,8,4,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00837,-85.99839,"A","CL",NA,NA,228.710301,c(-85.99839, 34.0083700000001)
"262",239.347715070622,2023-08-27,8,27,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00831,-85.99839,"A","CL",NA,NA,235.02208,c(-85.99839, 34.0083100000001)
"263",239.347715070622,2023-09-11,9,11,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U","6/17/2023, CL, TJ",34.00833,-85.99837,"A","CL",NA,NA,232.376842,c(-85.99837, 34.0083300000001)
"264",233.573704145591,2023-09-25,9,25,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U",NA,34.00836,-85.99834,"A","CL",NA,NA,0,c(-85.99834, 34.00836)
"265",226.037010591533,2023-10-09,10,9,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U",NA,34.00843,-85.99838,"A","CL",NA,NA,0,c(-85.9983799999999, 34.00843)
"266",238.010605609676,2023-10-23,10,23,2023,33,"LMB",411,1707,"NA",150.132,"I-15","150.132I-15","U",NA,34.00831,-85.99836,"D","CL","Tag on dry land on 11/3/2023, removed",NA,0,c(-85.9983599999999, 34.0083100000001)
"282",0,2023-04-27,4,27,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U","4/27/23, CL, Reported",34.010097,-85.997069,"A","CL",NA,NA,0,c(-85.997069, 34.010097)
"283",21396.4639384432,2023-04-30,4,30,2023,59,"LMB",479,2410,"NA",150.333,"L-98","150.333L-98","U","4/27/23, CL, Reported Error in report?",33.91745,-86.05886,"A","CL",NA,NA,20134.252789,c(-86.05886, 33.91745)
