,DaysElapsed,MetersFromLastLocation,Date,Month,Day,Year,TagSite,Species,TL,RewardTag1,RewardTag2,Radio_Tag_,Code,Combined,Group_,Notes,Lat,Long,A_D,GroupMort,geometry,WeeksElapsed,MetersPerDay,MetersPerWeek,
1,23,311.1852829,8/27/23,8,27,2023,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93376,-85.97702,A,A,c(-85.97702, 33.9337600000001),3.285714286,13.52979491,94.70856436
2,14,183.593845,9/10/23,9,10,2023,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93509,-85.97807,A,A,c(-85.9780699999999, 33.9350900000001),2,13.11384607,91.79692248
3,15,92.79762945,9/25/23,9,25,2023,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93444,-85.97761,A,A,c(-85.97761, 33.9344400000001),2.142857143,6.18650863,43.30556041
4,14,310.9746448,10/9/23,10,9,2023,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93635,-85.97702,A,A,c(-85.97702, 33.9363500000001),2,22.21247463,155.4873224
5,14,288.7472527,10/23/23,10,23,2023,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93447,-85.97793,A,A,c(-85.97793, 33.93447),2,20.62480377,144.3736264
6,11,54.76773774,11/3/23,11,3,2023,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93429,-85.97746,A,A,c(-85.97746, 33.93429),1.571428571,4.978885249,34.85219674
7,13,7.396469944,11/16/23,11,16,2023,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93429,-85.97738,A,A,c(-85.97738, 33.93429),1.857142857,0.568959226,3.982714585
8,18,246.8532142,12/4/23,12,4,2023,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93587,-85.97911,A,A,c(-85.9791099999999, 33.9358700000001),2.571428571,13.71406746,95.99847219
9,15,13.17231761,12/19/23,12,19,2023,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93592,-85.97898,A,A,c(-85.97898, 33.9359200000001),2.142857143,0.878154508,6.147081553
10,16,3.698164075,1/4/24,1,4,2024,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93592,-85.97893,A,A,c(-85.9789299999999, 33.9359200000001),2.285714286,0.231135255,1.617946783
11,22,4.436849148,1/26/24,1,26,2024,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93589,-85.97893,A,A,c(-85.9789299999999, 33.93589),3.142857143,0.201674961,1.411724729
12,14,5.775989463,2/9/24,2,9,2024,169,LMB,501,2,NA,150.333,J-37,150.333J-37,U,Added July 17th,33.93593,-85.979,A,A,c(-85.979, 33.93593),2,0.412570676,2.887994732
13,23,1542.237223,8/27/23,8,27,2023,47,LMB,530,21,NA,150.222,I-17,150.222I-17,U,Added July 17th,33.9301,-85.97649,A,A,c(-85.97649, 33.9301),3.285714286,67.05379228,469.376546
14,14,35.36346513,9/10/23,9,10,2023,47,LMB,530,21,NA,150.222,I-17,150.222I-17,U,Added July 17th,33.93007,-85.97686,A,A,c(-85.97686, 33.9300700000001),2,2.525961795,17.68173256
15,15,39.06189657,9/25/23,9,25,2023,47,LMB,530,21,NA,150.222,I-17,150.222I-17,U,Added July 17th,33.93004,-85.97647,D,A,c(-85.9764699999999, 33.9300400000001),2.142857143,2.604126438,18.22888507
16,14,46.45872962,10/9/23,10,9,2023,47,LMB,530,21,NA,150.222,I-17,150.222I-17,U,Remove?,33.93006,-85.97695,D,D,c(-85.97695, 33.93006),2,3.318480687,23.22936481
17,14,41.13962899,10/23/23,10,23,2023,47,LMB,530,21,NA,150.222,I-17,150.222I-17,U,Removed,33.93,-85.97654,D,D,c(-85.9765399999999, 33.9300000000001),2,2.938544928,20.5698145
18,27,53.73238444,5/9/23,5,9,2023,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,NA,33.98977,-85.99858,D,A,c(-85.9985799999999, 33.9897700000001),3.857142857,1.990088313,13.93061819
19,16,14.6483012,5/25/23,5,25,2023,33,LMB,529,52,51,150.222,J-33,150.222J-33,U,Removed,33.98988,-85.99861,D,D,c(-85.99861, 33.98988),2.285714286,0.915518825,6.408631776
20,15,11.08858513,9/11/23,9,11,2023,197,LMB,427,56,NA,150.222,J-40,150.222J-40,U,Added July 17th,33.98143,-86.02742,A,A,c(-86.0274199999999, 33.98143),2.142857143,0.739239009,5.17467306
21,14,249.025159,9/25/23,9,25,2023,197,LMB,427,56,NA,150.222,J-40,150.222J-40,U,Added July 17th,33.97941,-86.02756,A,A,c(-86.0275599999999, 33.97941),2,17.78751136,124.5125795
22,14,2172.996916,10/9/23,10,9,2023,197,LMB,427,56,NA,150.222,J-40,150.222J-40,U,Added July 17th,33.98543,-86.00743,A,A,c(-86.0074299999999, 33.9854300000001),2,155.2140654,1086.498458
23,25,788.0514375,11/3/23,11,3,2023,197,LMB,427,56,NA,150.222,J-40,150.222J-40,U,Added July 17th,33.99031,-86.00258,A,A,c(-86.00258, 33.9903100000001),3.571428571,31.5220575,220.6544025
24,14,1192.517028,11/17/23,11,17,2023,197,LMB,427,56,NA,150.222,J-40,150.222J-40,U,Added July 17th,33.98282,-86.01084,A,A,c(-86.01084, 33.9828200000001),2,85.17978771,596.258514
25,17,860.5984149,12/4/23,12,4,2023,197,LMB,427,56,NA,150.222,J-40,150.222J-40,U,Added July 17th,33.98818,-86.00498,A,A,c(-86.00498, 33.9881800000001),2.428571429,50.62343617,354.3640532
26,15,889.2538161,12/19/23,12,19,2023,197,LMB,427,56,NA,150.222,J-40,150.222J-40,U,Added July 17th,33.98825,-85.99991,A,A,c(-85.9999099999999, 33.9882500000001),2.142857143,59.28358774,414.9851142
27,16,22.18443507,1/4/24,1,4,2024,197,LMB,427,56,NA,150.222,J-40,150.222J-40,U,Added July 17th,33.98844,-85.99991,A,A,c(-85.9999099999999, 33.98844),2.285714286,1.386527192,9.705690344
28,37,225.7796272,2/10/24,2,10,2024,197,LMB,427,56,NA,150.222,J-40,150.222J-40,U,Added July 17th,33.98719,-86.00055,A,A,c(-86.00055, 33.9871900000001),5.285714286,6.102152086,42.7150646
29,14,338.1831704,2/24/24,2,24,2024,197,LMB,427,56,NA,150.222,J-40,150.222J-40,U,Added July 17th,33.99009,-86.00111,A,A,c(-86.00111, 33.9900900000001),2,24.15594074,169.0915852
30,15,60.84700825,9/11/23,9,11,2023,193,LMB,518,65,NA,150.222,J-39,150.222J-39,U,Added July 17th,33.97929,-86.02819,A,A,c(-86.0281899999999, 33.97929),2.142857143,4.056467217,28.39527052
31,14,10.21169328,9/25/23,9,25,2023,193,LMB,518,65,NA,150.222,J-39,150.222J-39,U,Added July 17th,33.97921,-86.02814,A,A,c(-86.02814, 33.9792100000001),2,0.729406663,5.105846639
32,14,22.63849238,10/9/23,10,9,2023,193,LMB,518,65,NA,150.222,J-39,150.222J-39,U,Added July 17th,33.97929,-86.02793,A,A,c(-86.02793, 33.97929),2,1.61703517,11.31924619
33,39,45.27693017,11/17/23,11,17,2023,193,LMB,518,65,NA,150.222,J-39,150.222J-39,U,Added July 17th,33.97944,-86.02834,A,A,c(-86.02834, 33.9794400000001),5.571428571,1.160946928,8.126628493
34,17,2410.47823,12/4/23,12,4,2023,193,LMB,518,65,NA,150.222,J-39,150.222J-39,U,Added July 17th,33.99221,-86.01247,A,A,c(-86.01247, 33.9922100000001),2.428571429,141.7928371,992.5498595
35,15,849.6275909,12/19/23,12,19,2023,193,LMB,518,65,NA,150.222,J-39,150.222J-39,U,Added July 17th,33.99109,-86.00935,A,A,c(-86.00935, 33.99109),2.142857143,56.6418394,396.4928758
36,16,249.0020807,1/4/24,1,4,2024,193,LMB,518,65,NA,150.222,J-39,150.222J-39,U,Added July 17th,33.99085,-86.00677,A,A,c(-86.00677, 33.9908500000001),2.285714286,15.56263004,108.9384103
37,51,40.65366955,2/24/24,2,24,2024,193,LMB,518,65,NA,150.222,J-39,150.222J-39,U,Added July 17th,33.99085,-86.00635,A,A,c(-86.0063499999999, 33.9908500000001),7.285714286,0.797130776,5.579915429
38,18,62.59789992,5/1/23,5,1,2023,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,NA,33.98716,-86.01926,A,A,c(-86.01926, 33.9871600000001),2.571428571,3.477661107,24.34362775
39,8,5.77459783,5/9/23,5,9,2023,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,NA,33.98721,-86.01929,D,A,c(-86.01929, 33.9872100000001),1.142857143,0.721824729,5.052773101
40,16,22.17567431,5/25/23,5,25,2023,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,Removed,33.98719,-86.01905,D,D,c(-86.0190499999999, 33.9871900000001),2.285714286,1.385979645,9.701857512
41,18,143.8195055,4/30/23,4,30,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93075,-86.03472,A,A,c(-86.0347199999999, 33.93075),2.571428571,7.989972529,55.9298077
42,8,158.0502005,5/8/23,5,8,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93203,-86.03479,A,A,c(-86.03479, 33.9320300000001),1.142857143,19.75627507,138.2939255
43,16,21.76512072,5/24/23,5,24,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93218,-86.03466,A,A,c(-86.03466, 33.9321800000001),2.285714286,1.360320045,9.522240314
44,12,10.21293469,6/5/23,6,5,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93226,-86.03461,A,A,c(-86.03461, 33.93226),1.714285714,0.85107789,5.957545233
45,17,265.1295829,6/22/23,6,22,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.9316,-86.03372,A,A,c(-86.03372, 33.9316000000001),2.428571429,15.59585782,109.1710047
46,14,109.2890128,7/6/23,7,6,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93092,-86.03452,A,A,c(-86.03452, 33.9309200000001),2,7.806358059,54.64450642
47,11,30.04413069,7/17/23,7,17,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93099,-86.03478,A,A,c(-86.03478, 33.9309900000001),1.571428571,2.731284608,19.11899225
48,18,24.7251255,8/4/23,8,4,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93089,-86.0346,A,A,c(-86.0346, 33.93089),2.571428571,1.373618083,9.615326582
49,22,117.8492298,8/26/23,8,26,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93145,-86.03361,A,A,c(-86.03361, 33.93145),3.142857143,5.356783171,37.4974822
50,15,248.2263078,9/10/23,9,10,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93214,-86.0347,A,A,c(-86.0347, 33.9321400000001),2.142857143,16.54842052,115.8389436
51,28,259.2098718,10/8/23,10,8,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.9318,-86.03378,A,A,c(-86.03378, 33.9318000000001),4,9.257495422,64.80246795
52,15,55.93230962,10/23/23,10,23,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.9317,-86.03322,A,A,c(-86.03322, 33.9317),2.142857143,3.728820641,26.10174449
53,24,18.94889912,11/16/23,11,16,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93163,-86.0334,A,A,c(-86.0334, 33.93163),3.428571429,0.789537463,5.526762243
54,17,213.7151427,12/3/23,12,3,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93311,-86.03189,A,A,c(-86.03189, 33.9331100000001),2.428571429,12.57147898,88.00035289
55,15,16.87091449,12/18/23,12,18,2023,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93314,-86.03206,A,A,c(-86.0320599999999, 33.93314),2.142857143,1.124727632,7.873093427
56,16,27.96576465,1/3/24,1,3,2024,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.9331,-86.03236,A,A,c(-86.03236, 33.9331),2.285714286,1.747860291,12.23502203
57,37,619.0640899,2/9/24,2,9,2024,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93562,-86.03764,A,A,c(-86.03764, 33.93562),5.285714286,16.73146189,117.1202332
58,14,3.698176179,2/23/24,2,23,2024,57,LMB,470,119,NA,150.132,J-37,150.132J-37,U,NA,33.93562,-86.03759,D,A,c(-86.03759, 33.93562),2,0.264155441,1.84908809
59,18,4280.203683,5/1/23,5,1,2023,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,NA,34.00976,-85.95932,A,A,c(-85.9593199999999, 34.00976),2.571428571,237.7890935,1664.523655
60,8,2345.675235,5/9/23,5,9,2023,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,NA,34.01956,-85.97919,A,A,c(-85.97919, 34.0195600000001),1.142857143,293.2094044,2052.465831
61,16,1942.381545,5/25/23,5,25,2023,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,NA,34.0132,-85.99582,A,A,c(-85.99582, 34.0132),2.285714286,121.3988466,849.7919259
62,12,735.3607077,6/6/23,6,6,2023,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,NA,34.00779,-85.99991,A,A,c(-85.9999099999999, 34.0077900000001),1.714285714,61.28005898,428.9604128
63,15,841.5391702,6/21/23,6,21,2023,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,NA,34.01387,-85.99491,A,A,c(-85.9949099999999, 34.0138700000001),2.142857143,56.10261135,392.7182794
64,27,2180.205606,7/18/23,7,18,2023,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,"759 Bridge, not found 8/3 or 8/27",33.99583,-86.00027,A,A,c(-86.0002699999999, 33.9958300000001),3.857142857,80.74835577,565.2384904
65,17,1272.405249,4/29/23,4,29,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,NA,33.79223,-86.07415,A,A,c(-86.07415, 33.7922300000001),2.428571429,74.84736761,523.9315733
66,9,294.6143999,5/8/23,5,8,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,NA,33.79033,-86.07208,A,A,c(-86.07208, 33.79033),1.285714286,32.73493332,229.1445333
67,16,3.704446504,5/24/23,5,24,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,NA,33.7903,-86.07202,A,A,c(-86.07202, 33.7903000000001),2.285714286,0.231527906,1.620695345
68,12,198.1472634,6/5/23,6,5,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,NA,33.78899,-86.07064,A,A,c(-86.07064, 33.7889900000001),1.714285714,16.51227195,115.5859037
69,16,605.3933497,6/21/23,6,21,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,NA,33.79259,-86.07516,A,A,c(-86.07516, 33.7925900000001),2.285714286,37.83708435,264.8595905
70,15,92.76429141,7/6/23,7,6,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,NA,33.79179,-86.07528,A,A,c(-86.07528, 33.79179),2.142857143,6.184286094,43.29000266
71,11,141.5684605,7/17/23,7,17,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,NA,33.79303,-86.07538,A,A,c(-86.0753799999999, 33.79303),1.571428571,12.86986004,90.08902031
72,17,5.77985865,8/3/23,8,3,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,NA,33.79308,-86.07542,A,A,c(-86.07542, 33.79308),2.428571429,0.339991685,2.379941797
73,23,147.9977828,8/26/23,8,26,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,NA,33.79198,-86.07458,A,A,c(-86.07458, 33.79198),3.285714286,6.434686208,45.04280346
74,15,87.2760802,9/10/23,9,10,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,NA,33.79204,-86.07551,A,A,c(-86.07551, 33.79204),2.142857143,5.818405347,40.72883743
75,14,593.8069038,9/24/23,9,24,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,NA,33.79094,-86.07052,D,A,c(-86.07052, 33.79094),2,42.41477885,296.9034519
76,14,5.779915997,10/8/23,10,8,2023,96,ALB,468,515,NA,150.132,L-89,150.132L-89,L,Removed,33.79092,-86.07054,D,D,c(-86.0705399999999, 33.79092),2,0.412851143,2.889957998
77,17,19.08866447,6/22/23,6,22,2023,120,ALB,420,529,NA,150.333,I-08,150.333I-08,L,NA,33.8506,-86.06503,A,A,c(-86.06503, 33.8506),2.428571429,1.122862616,7.860038313
78,14,49.73393837,7/6/23,7,6,2023,120,ALB,420,529,NA,150.333,I-08,150.333I-08,L,NA,33.8502,-86.06485,A,A,c(-86.06485, 33.8502),2,3.552424169,24.86696919
79,11,37.46965763,7/17/23,7,17,2023,120,ALB,420,529,NA,150.333,I-08,150.333I-08,L,NA,33.85029,-86.06451,A,A,c(-86.06451, 33.85029),1.571428571,3.406332512,23.84432758
80,17,26.20849337,8/3/23,8,3,2023,120,ALB,420,529,NA,150.333,I-08,150.333I-08,L,"Not found 8/27, across from levee",33.85046,-86.06461,A,A,c(-86.06461, 33.8504600000001),2.428571429,1.541676081,10.79173256
81,16,165.2788754,5/24/23,5,24,2023,70,LMB,446,537,NA,150.333,I-75,150.333I-75,L,Creek across from Canoe,33.88371,-86.05151,A,A,c(-86.05151, 33.8837100000001),2.285714286,10.32992971,72.30950798
82,18,5345.299865,4/30/23,4,30,2023,70,ALB,354,538,NA,150.222,J-35,150.222J-35,L,NA,33.93747,-85.99677,A,A,c(-85.99677, 33.9374700000001),2.571428571,296.9611036,2078.727725
83,8,3331.493659,5/8/23,5,8,2023,70,ALB,354,538,NA,150.222,J-35,150.222J-35,L,NA,33.94285,-86.0256,A,A,c(-86.0255999999999, 33.9428500000001),1.142857143,416.4367074,2915.056952
84,16,5301.948989,5/24/23,5,24,2023,70,ALB,354,538,NA,150.222,J-35,150.222J-35,L,NA,33.93145,-85.97887,A,A,c(-85.97887, 33.93145),2.285714286,331.3718118,2319.602683
85,29,306.9207723,6/22/23,6,22,2023,70,ALB,354,538,NA,150.222,J-35,150.222J-35,L,NA,33.93207,-85.98183,A,A,c(-85.9818299999999, 33.9320700000001),4.142857143,10.58347491,74.08432434
86,15,28.42327432,7/7/23,7,7,2023,70,ALB,354,538,NA,150.222,J-35,150.222J-35,L,NA,33.93195,-85.98208,A,A,c(-85.9820799999999, 33.93195),2.142857143,1.894884955,13.26419468
87,10,10302.83507,7/17/23,7,17,2023,70,ALB,354,538,NA,150.222,J-35,150.222J-35,L,"MN Bend, not seen 8/3",33.91276,-86.06628,A,A,c(-86.0662799999999, 33.91276),1.428571429,1030.283507,7211.984548
88,40,1250.470111,8/26/23,8,26,2023,70,ALB,354,538,NA,150.222,J-35,150.222J-35,L,NA,33.9219,-86.05926,D,A,c(-86.0592599999999, 33.9219000000001),5.714285714,31.26175276,218.8322693
89,15,5.776369158,9/10/23,9,10,2023,70,ALB,354,538,NA,150.222,J-35,150.222J-35,L,Removed,33.92189,-86.05922,D,D,c(-86.05922, 33.9218900000001),2.142857143,0.385091277,2.695638941
90,18,578.2534004,4/30/23,4,30,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.85718,-86.10753,A,A,c(-86.1075299999999, 33.85718),2.571428571,32.12518891,224.8763224
91,8,682.7996031,5/8/23,5,8,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.85817,-86.1007,A,A,c(-86.1007, 33.85817),1.142857143,85.34995039,597.4496527
92,16,191.0358985,5/24/23,5,24,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.85815,-86.10254,A,A,c(-86.10254, 33.8581500000001),2.285714286,11.93974366,83.57820561
93,12,949.9471517,6/5/23,6,5,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.85873,-86.11111,A,A,c(-86.1111099999999, 33.85873),1.714285714,79.16226264,554.1358385
94,17,192.4314215,6/22/23,6,22,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.85734,-86.10986,A,A,c(-86.10986, 33.8573400000001),2.428571429,11.31949538,79.23646768
95,14,797.0083328,7/6/23,7,6,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.85798,-86.10212,A,A,c(-86.10212, 33.8579800000001),2,56.92916663,398.5041664
96,11,35.84195351,7/17/23,7,17,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.85789,-86.1018,A,A,c(-86.1018, 33.8578900000001),1.571428571,3.25835941,22.80851587
97,17,818.3149677,8/3/23,8,3,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.8573,-86.10988,A,A,c(-86.10988, 33.8573000000001),2.428571429,48.13617457,336.953222
98,23,278.8574332,8/26/23,8,26,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.8576,-86.10758,A,A,c(-86.10758, 33.8576),3.285714286,12.12423623,84.86965358
99,15,469.9855143,9/10/23,9,10,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.85872,-86.11116,A,A,c(-86.11116, 33.8587200000001),2.142857143,31.33236762,219.3265733
100,14,23.52525547,9/24/23,9,24,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.85852,-86.11117,A,A,c(-86.11117, 33.8585200000001),2,1.68037539,11.76262773
101,14,1982.685205,10/8/23,10,8,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.86023,-86.09839,A,A,c(-86.0983899999999, 33.8602300000001),2,141.6203718,991.3426024
102,14,1231.357069,10/22/23,10,22,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.85833,-86.10434,A,A,c(-86.10434, 33.85833),2,87.95407636,615.6785345
103,12,2598.464555,11/3/23,11,3,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.8712,-86.10507,A,A,c(-86.10507, 33.8712),1.714285714,216.5387129,1515.77099
104,13,Inf,11/16/23,11,16,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.87384,-86.1145,A,A,c(-86.1145, 33.87384),1.857142857,Inf,Inf
105,17,Inf,12/3/23,12,3,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.87388,-86.11229,A,A,c(-86.11229, 33.87388),2.428571429,Inf,Inf
106,15,Inf,12/18/23,12,18,2023,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.87391,-86.11253,A,A,c(-86.1125299999999, 33.87391),2.142857143,Inf,Inf
107,39,Inf,1/26/24,1,26,2024,128,LMB,530,548,NA,150.222,L-86,150.222L-86,L,NA,33.87398,-86.114,D,A,c(-86.114, 33.8739800000001),5.571428571,Inf,Inf
108,23,153.1872967,8/27/23,8,27,2023,42,LMB,360,716,NA,150.333,L-94,150.333L-94,U,Added July 17th,33.94952,-85.95408,A,A,c(-85.95408, 33.9495200000001),3.285714286,6.660317248,46.62222073
109,15,13.31057707,9/11/23,9,11,2023,42,LMB,360,716,NA,150.333,L-94,150.333L-94,U,Added July 17th,33.94964,-85.95407,A,A,c(-85.9540699999999, 33.94964),2.142857143,0.887371805,6.211602632
110,14,9.473185291,9/25/23,9,25,2023,42,LMB,360,716,NA,150.333,L-94,150.333L-94,U,Added July 17th,33.94967,-85.95413,A,A,c(-85.95413, 33.94967),2,0.676656092,4.736592646
111,14,46.62552732,10/9/23,10,9,2023,42,LMB,360,716,NA,150.333,L-94,150.333L-94,U,Added July 17th,33.94931,-85.95394,A,A,c(-85.95394, 33.94931),2,3.330394808,23.31276366
112,14,107.9005288,10/23/23,10,23,2023,42,LMB,360,716,NA,150.333,L-94,150.333L-94,U,Added July 17th,33.94847,-85.95351,D,A,c(-85.9535099999999, 33.94847),2,7.707180631,53.95026442
113,24,3.697621007,11/16/23,11,16,2023,42,LMB,360,716,NA,150.333,L-94,150.333L-94,U,Removed,33.94849,-85.95354,D,D,c(-85.95354, 33.94849),3.428571429,0.154067542,1.078472794
114,26,49.42879153,5/9/23,5,9,2023,42,ALB,462,730,729,150.132,I-11,150.132I-11,U,NA,33.99467,-85.99972,A,A,c(-85.99972, 33.99467),3.714285714,1.901107367,13.30775157
115,16,5.77439364,5/25/23,5,25,2023,42,ALB,462,730,729,150.132,I-11,150.132I-11,U,Removed,33.99471,-85.99973,D,A,c(-85.9997299999999, 33.9947100000001),2.285714286,0.360899602,2.526297217
116,18,1062.63222,4/30/23,4,30,2023,124,LMB,453,1404,1403,150.222,L-85,150.222L-85,L,NA,33.85423,-86.11306,A,A,c(-86.11306, 33.85423),2.571428571,59.03512335,413.2458634
117,8,173.2569917,5/8/23,5,8,2023,124,LMB,453,1404,1403,150.222,L-85,150.222L-85,L,NA,33.85404,-86.11482,A,A,c(-86.11482, 33.8540400000001),1.142857143,21.65712396,151.5998677
118,16,290.0861836,5/24/23,5,24,2023,124,LMB,453,1404,1403,150.222,L-85,150.222L-85,L,NA,33.85404,-86.11182,A,A,c(-86.11182, 33.8540400000001),2.285714286,18.13038648,126.9127053
119,12,53.90028549,6/5/23,6,5,2023,124,LMB,453,1404,1403,150.222,L-85,150.222L-85,L,NA,33.85408,-86.11239,A,A,c(-86.1123899999999, 33.8540800000001),1.714285714,4.491690457,31.4418332
120,17,451.149402,6/22/23,6,22,2023,124,LMB,453,1404,1403,150.222,L-85,150.222L-85,L,NA,33.85562,-86.11638,A,A,c(-86.1163799999999, 33.85562),2.428571429,26.53820011,185.7674008
121,14,464.1491261,7/6/23,7,6,2023,124,LMB,453,1404,1403,150.222,L-85,150.222L-85,L,NA,33.85593,-86.11207,A,A,c(-86.11207, 33.8559300000001),2,33.15350901,232.0745631
122,11,462.0726177,7/17/23,7,17,2023,124,LMB,453,1404,1403,150.222,L-85,150.222L-85,L,NA,33.8556,-86.1164,A,A,c(-86.1163999999999, 33.8556),1.571428571,42.0066016,294.0462112
123,17,287.7349208,8/3/23,8,3,2023,124,LMB,453,1404,1403,150.222,L-85,150.222L-85,L,NA,33.8551,-86.11355,A,A,c(-86.11355, 33.8551),2.428571429,16.92558358,118.479085
124,23,4.436790859,8/26/23,8,26,2023,124,LMB,453,1404,1403,150.222,L-85,150.222L-85,L,NA,33.85509,-86.11355,D,A,c(-86.11355, 33.8550900000001),3.285714286,0.19290395,1.350327653
125,15,14.80662064,9/10/23,9,10,2023,124,LMB,453,1404,1403,150.222,L-85,150.222L-85,L,Removed,33.85506,-86.11369,D,D,c(-86.11369, 33.85506),2.142857143,0.987108043,6.909756299
126,18,50.19852182,4/30/23,4,30,2023,124,LMB,454,1405,NA,150.222,L-91,150.222L-91,L,NA,33.85418,-86.11334,A,A,c(-86.1133399999999, 33.85418),2.571428571,2.788806768,19.52164737
127,8,988.1491699,5/8/23,5,8,2023,124,LMB,454,1405,NA,150.222,L-91,150.222L-91,L,NA,33.85877,-86.12146,A,A,c(-86.12146, 33.85877),1.142857143,123.5186462,864.6305237
128,16,501.3308558,5/24/23,5,24,2023,124,LMB,454,1405,NA,150.222,L-91,150.222L-91,L,NA,33.85844,-86.12597,A,A,c(-86.1259699999999, 33.85844),2.285714286,31.33317848,219.3322494
129,12,197.0216391,6/5/23,6,5,2023,124,LMB,454,1405,NA,150.222,L-91,150.222L-91,L,NA,33.85971,-86.12464,A,A,c(-86.1246399999999, 33.8597100000001),1.714285714,16.41846993,114.9292895
130,17,206.5012354,6/22/23,6,22,2023,124,LMB,454,1405,NA,150.222,L-91,150.222L-91,L,NA,33.85841,-86.12608,A,A,c(-86.1260799999999, 33.85841),2.428571429,12.14713149,85.02992045
