"","DaysFromLastLoc","MetersFromLastLocation","DaysSinceRel","CL_prox_m","Date","TagSite","Species","TL","RewardTag1","Combined","Radio.Tag.Frequency","Ramp","WeeksSinceRel","WeeksFromLastLoc","MetersPerWeek","A.D","GroupMovement"
"163",15,35.5180657885305,329,4291.68068816267,2024-02-10,"180","ALB",415,88,"150.333L-91",150.333,"CL",47,2.14285714285714,16.5750973679809,"A","A"
"164",27,11.9900939385199,356,4279.69066821074,2024-03-08,"180","ALB",415,88,"150.333L-91",150.333,"CL",50.8571428571429,3.85714285714286,3.10854287294961,"A","A"
"165",21,262.476399226628,377,4043.74936250564,2024-03-29,"180","ALB",415,88,"150.333L-91",150.333,"CL",53.8571428571429,3,87.4921330755427,"A","A"
"166",0,0,0,0,2023-04-14,"61","ALB",430,1337,"",148.24,"CL",0,0,NA,"A","A"
"167",18,2275.30690574854,18,2275.30690574854,2023-05-02,"61","ALB",430,1337,"",148.24,"CL",2.57142857142857,2.57142857142857,884.841574457764,"A","A"
"168",23,20830.8006678463,41,23106.1049261403,2023-05-25,"61","ALB",430,1337,"",148.24,"CL",5.85714285714286,3.28571428571429,6339.80889890975,"A","A"
"169",23,23106.1049261406,64,0,2023-06-17,"61","ALB",430,1337,"",148.24,"CL",9.14285714285714,3.28571428571429,7032.292803608,"A","A"
"170",6,120.906370286452,70,120.906370286452,2023-06-23,"61","ALB",430,1337,"",148.24,"CL",10,0.857142857142857,141.057432000861,"A","A"
"171",14,139.8528876611,84,255.454114241661,2023-07-07,"61","ALB",430,1337,"",148.24,"CL",12,2,69.92644383055,"A","A"
"172",11,9.98302806580757,95,265.437142307469,2023-07-18,"61","ALB",430,1337,"",148.24,"CL",13.5714285714286,1.57142857142857,6.35283604187754,"A","A"
"173",83,3.32767600615491,178,262.109466301314,2023-10-09,"61","ALB",430,1337,"",148.24,"CL",25.4285714285714,11.8571428571429,0.280647374013065,"D","A"
"174",0,0,0,0,2023-04-15,"N/A","ALB",527,2268,"",148.594,"CL",0,0,NA,"A","A"
"175",24,1802.64273126356,24,1802.64273126356,2023-05-09,"N/A","ALB",527,2268,"",148.594,"CL",3.42857142857143,3.42857142857143,525.770796618539,"A","A"
"176",16,20.0948383356252,40,1810.93820235449,2023-05-25,"N/A","ALB",527,2268,"",148.594,"CL",5.71428571428571,2.28571428571429,8.79149177183602,"A","A"
"177",12,147.15012488783,52,1693.64301288743,2023-06-06,"N/A","ALB",527,2268,"",148.594,"CL",7.42857142857143,1.71428571428571,85.8375728512341,"D","A"
"178",0,0,0,0,2023-05-07,"6","ALB",376,4494,"150.333L-96",150.333,"CL",0,0,NA,"A","A"
"179",2,2068.30549788203,2,2068.30549788203,2023-05-09,"6","ALB",376,4494,"150.333L-96",150.333,"CL",0.285714285714286,0.285714285714286,7239.0692425871,"A","A"
"180",16,13093.4963508414,18,11025.1916566729,2023-05-25,"6","ALB",376,4494,"150.333L-96",150.333,"CL",2.57142857142857,2.28571428571429,5728.4046534931,"A","A"
"181",12,7.65835626648853,30,11019.5392027917,2023-06-06,"6","ALB",376,4494,"150.333L-96",150.333,"CL",4.28571428571429,1.71428571428571,4.46737448878498,"A","A"
"182",15,181.203805696482,45,10914.5597021607,2023-06-21,"6","ALB",376,4494,"150.333L-96",150.333,"CL",6.42857142857143,2.14285714285714,84.5617759916917,"A","A"
"183",0,0,0,0,2023-05-07,"12","ALB",354,5069,"150.333I-3",150.333,"CL",0,0,NA,"A","A"
"184",2,2730.92921605257,2,2730.92921605257,2023-05-09,"12","ALB",354,5069,"150.333I-3",150.333,"CL",0.285714285714286,0.285714285714286,9558.25225618401,"A","A"
"185",16,303.920023402168,18,2439.04732808634,2023-05-25,"12","ALB",354,5069,"150.333I-3",150.333,"CL",2.57142857142857,2.28571428571429,132.965010238448,"A","A"
"186",12,29.6310546921986,30,2462.65931506127,2023-06-06,"12","ALB",354,5069,"150.333I-3",150.333,"CL",4.28571428571429,1.71428571428571,17.2847819037825,"A","A"
"187",0,0,0,0,2023-05-20,"88","ALB",415,5061,"150.222I-5",150.222,"CL",0,0,NA,"A","A"
"188",5,264.92377920856,5,264.92377920856,2023-05-25,"88","ALB",415,5061,"150.222I-5",150.222,"CL",0.714285714285714,0.714285714285714,370.893290891984,"A","A"
"189",12,6752.69173655353,17,6487.76808533674,2023-06-06,"88","ALB",415,5061,"150.222I-5",150.222,"CL",2.42857142857143,1.71428571428571,3939.07017965623,"A","A"
"190",15,19.6494743753139,32,6487.2439060675,2023-06-21,"88","ALB",415,5061,"150.222I-5",150.222,"CL",4.57142857142857,2.14285714285714,9.16975470847982,"A","A"
"191",16,15.4220542722802,48,6499.54834741175,2023-07-07,"88","ALB",415,5061,"150.222I-5",150.222,"CL",6.85714285714286,2.28571428571429,6.74714874412259,"A","A"
"192",11,3.32765286043678,59,6497.98960386218,2023-07-18,"88","ALB",415,5061,"150.222I-5",150.222,"CL",8.42857142857143,1.57142857142857,2.11759727482341,"D","A"
"193",0,0,0,0,2023-05-07,"123","ALB",458,1755,"150.132I-3",150.132,"CL",0,0,NA,"A","A"
"194",18,408.204723177938,18,408.204723177938,2023-05-25,"123","ALB",458,1755,"150.132I-3",150.132,"CL",2.57142857142857,2.57142857142857,158.746281235865,"A","A"
"195",28,11475.6002074594,46,11067.3985655363,2023-06-22,"123","ALB",458,1755,"150.132I-3",150.132,"CL",6.57142857142857,4,2868.90005186485,"A","A"
"196",15,26.5217834292245,61,11043.9935670057,2023-07-07,"123","ALB",458,1755,"150.132I-3",150.132,"CL",8.71428571428571,2.14285714285714,12.3768322669714,"D","A"
"208",0,0,0,0,2023-06-17,"33","LMB",411,1707,"150.132I-15",150.132,"CL",0,0,NA,"A","A"
"209",4,347.352401395341,4,347.352401395341,2023-06-21,"33","LMB",411,1707,"150.132I-15",150.132,"CL",0.571428571428571,0.571428571428571,607.866702441847,"A","A"
"210",16,13.8564961698932,20,342.338195949021,2023-07-07,"33","LMB",411,1707,"150.132I-15",150.132,"CL",2.85714285714286,2.28571428571429,6.06221707432829,"A","A"
"211",11,14.2036676885475,31,353.004910331858,2023-07-18,"33","LMB",411,1707,"150.132I-15",150.132,"CL",4.42857142857143,1.57142857142857,9.0386976199848,"A","A"
"212",17,115.875808750487,48,237.129242120778,2023-08-04,"33","LMB",411,1707,"150.132I-15",150.132,"CL",6.85714285714286,2.42857142857143,47.713568309024,"A","A"
"213",23,6.65535219061192,71,243.78459431139,2023-08-27,"33","LMB",411,1707,"150.132I-15",150.132,"CL",10.1428571428571,3.28571428571429,2.0255419710558,"A","A"
"214",15,3.32767608659292,86,240.456918224797,2023-09-11,"33","LMB",411,1707,"150.132I-15",150.132,"CL",12.2857142857143,2.14285714285714,1.5529155070767,"A","A"
"215",14,4.33051719491105,100,236.126410442924,2023-09-25,"33","LMB",411,1707,"150.132I-15",150.132,"CL",14.2857142857143,2,2.16525859745552,"A","A"
"216",14,7.65819208917654,114,230.473889865393,2023-10-09,"33","LMB",411,1707,"150.132I-15",150.132,"CL",16.2857142857143,2,3.82909604458827,"A","A"
"217",14,14.3135442797885,128,242.781762633536,2023-10-23,"33","LMB",411,1707,"150.132I-15",150.132,"CL",18.2857142857143,2,7.15677213989423,"D","A"
"223",0,0,0,0,2023-04-27,"59","LMB",479,2410,"150.333L-98",150.333,"CL",0,0,NA,"A","A"
"224",3,21393.7769470455,3,21393.7769470455,2023-04-30,"59","LMB",479,2410,"150.333L-98",150.333,"CL",0.428571428571429,0.428571428571429,49918.8128764395,"A","A"
"225",8,54.2467685294907,11,21426.5500334426,2023-05-08,"59","LMB",479,2410,"150.333L-98",150.333,"CL",1.57142857142857,1.14285714285714,47.4659224633043,"A","A"
"226",16,77.6046880216477,27,21354.2537552432,2023-05-24,"59","LMB",479,2410,"150.333L-98",150.333,"CL",3.85714285714286,2.28571428571429,33.9520510094709,"A","A"
"227",28,14685.173160315,55,6706.21944861386,2023-06-21,"59","LMB",479,2410,"150.333L-98",150.333,"CL",7.85714285714286,4,3671.29329007875,"D","A"
"228",0,0,0,0,2023-06-06,"43","LMB",476,2447,"150.333L-90",150.333,"CL",0,0,NA,"A","A"
"229",15,867.177792906984,15,867.177792906984,2023-06-21,"43","LMB",476,2447,"150.333L-90",150.333,"CL",2.14285714285714,2.14285714285714,404.682970023259,"A","A"
"230",0,0,0,0,2023-05-07,"197","LMB",505,62,"150.132I-19",150.132,"CL",0,0,NA,"A","A"
"231",2,170.530457327824,2,170.530457327824,2023-05-09,"197","LMB",505,62,"150.132I-19",150.132,"CL",0.285714285714286,0.285714285714286,596.856600647384,"A","A"
"232",16,3151.64529789095,18,3322.17545657452,2023-05-25,"197","LMB",505,62,"150.132I-19",150.132,"CL",2.57142857142857,2.28571428571429,1378.84481782729,"A","A"
"233",12,226.771969544147,30,3160.93296916125,2023-06-06,"197","LMB",505,62,"150.132I-19",150.132,"CL",4.28571428571429,1.71428571428571,132.283648900753,"A","A"
"234",15,30.4904325311073,45,3171.96896842539,2023-06-21,"197","LMB",505,62,"150.132I-19",150.132,"CL",6.42857142857143,2.14285714285714,14.2288685145168,"A","A"
"235",16,352.536602589681,61,2837.1182111247,2023-07-07,"197","LMB",505,62,"150.132I-19",150.132,"CL",8.71428571428571,2.28571428571429,154.234763632986,"A","A"
"236",11,313.464311646431,72,3150.58249768646,2023-07-18,"197","LMB",505,62,"150.132I-19",150.132,"CL",10.2857142857143,1.57142857142857,199.477289229547,"A","A"
"237",54,3911.22741796411,126,6988.78688556822,2023-09-10,"197","LMB",505,62,"150.132I-19",150.132,"CL",18,7.71428571428571,507.01096158794,"A","A"
"240",0,0,0,0,2023-06-24,"45","LMB",482,1450,"150.222I-18",150.222,"CL",0,0,NA,"A","A"
"241",13,4609.03923873794,13,4609.03923873794,2023-07-07,"45","LMB",482,1450,"150.222I-18",150.222,"CL",1.85714285714286,1.85714285714286,2481.79035932043,"D","A"
"242",0,0,0,0,2023-06-24,"177","LMB",520,741,"150.333L-86",150.333,"CL",0,0,NA,"A","A"
"243",13,2565.15531991134,13,2565.15531991134,2023-07-07,"177","LMB",520,741,"150.333L-86",150.333,"CL",1.85714285714286,1.85714285714286,1381.23747995226,"A","A"
"244",11,3043.4946247392,24,5216.32693001976,2023-07-18,"177","LMB",520,741,"150.333L-86",150.333,"CL",3.42857142857143,1.57142857142857,1936.76930665222,"A","A"
"245",17,7.65895029711612,41,5222.21701631292,2023-08-04,"177","LMB",520,741,"150.333L-86",150.333,"CL",5.85714285714286,2.42857142857143,3.15368541645958,"A","A"
"246",23,5.54502771026971,64,5227.76202552407,2023-08-27,"177","LMB",520,741,"150.333L-86",150.333,"CL",9.14285714285714,3.28571428571429,1.68761712921252,"D","A"
"247",0,0,0,0,2023-07-11,"31","ALB",390,2407,"150.222L-97",150.222,"CL",0,0,NA,"A","A"
"248",7,263.364492667178,7,263.364492667178,2023-07-18,"31","ALB",390,2407,"150.222L-97",150.222,"CL",1,1,263.364492667178,"A","A"
"249",17,387.835635728583,24,128.008083345071,2023-08-04,"31","ALB",390,2407,"150.222L-97",150.222,"CL",3.42857142857143,2.42857142857143,159.697026476476,"A","A"
"250",38,18.5339686991465,62,109.474161424094,2023-09-11,"31","ALB",390,2407,"150.222L-97",150.222,"CL",8.85714285714286,5.42857142857143,3.41415212879015,"A","A"
"251",14,25.6357057588031,76,135.109797013849,2023-09-25,"31","ALB",390,2407,"150.222L-97",150.222,"CL",10.8571428571429,2,12.8178528794015,"D","A"
"260",0,0,0,0,2023-11-11,"167","LMB",532,1444,"150.222I-16",150.222,"CL",0,0,NA,"A","A"
"261",23,494.31696165887,23,494.31696165887,2023-12-04,"167","LMB",532,1444,"150.222I-16",150.222,"CL",3.28571428571429,3.28571428571429,150.444292678786,"A","A"
"262",15,5644.65504814714,38,5150.33889020219,2023-12-19,"167","LMB",532,1444,"150.222I-16",150.222,"CL",5.42857142857143,2.14285714285714,2634.172355802,"A","A"
"263",16,93.701763696928,54,5244.04064610252,2024-01-04,"167","LMB",532,1444,"150.222I-16",150.222,"CL",7.71428571428571,2.28571428571429,40.994521617406,"A","A"
"264",37,374.242013422212,91,5400.85259001833,2024-02-10,"167","LMB",532,1444,"150.222I-16",150.222,"CL",13,5.28571428571429,70.802543079878,"A","A"
"265",14,362.810045712978,105,5232.60867839328,2024-02-24,"167","LMB",532,1444,"150.222I-16",150.222,"CL",15,2,181.405022856489,"A","A"
"266",13,199.155820907186,118,5056.44547285748,2024-03-08,"167","LMB",532,1444,"150.222I-16",150.222,"CL",16.8571428571429,1.85714285714286,107.237749719254,"A","A"
"267",21,327.248306455323,139,5292.31733900116,2024-03-29,"167","LMB",532,1444,"150.222I-16",150.222,"CL",19.8571428571429,3,109.082768818441,"A","A"
"268",22,396.327158412308,161,5688.64442839219,2024-04-20,"167","LMB",532,1444,"150.222I-16",150.222,"CL",23,3.14285714285714,126.104095858461,"A","A"
